wave,original_mac_m2.mg,original_corrected_mac_m2.mg,invivo_corrected_mac_m2.mg,invivo_corrected_750_normalised_mac_m2.mg,,,,200,0,0,0,0
509,0.063910241,0.063910241,0.150856584,0.122512814,,,,460,0.101983897,0.101983897,0.1707009,0.14235713
510,0.063577986,0.063577986,0.150698939,0.122355169,,,,461,0.100832952,0.100832952,0.170287172,0.141943402
511,0.063268498,0.063268498,0.150538214,0.122194443,,,,462,0.099682006,0.099682006,0.169684089,0.141340319
512,0.06295901,0.06295901,0.150112312,0.121768541,,,,463,0.09847464,0.09847464,0.169155815,0.140812045
513,0.06273922,0.06273922,0.149527981,0.121184211,,,,464,0.097267275,0.097267275,0.168570425,0.140226655
514,0.062519431,0.062519431,0.14890026,0.12055649,,,,465,0.095875514,0.095875514,0.168120115,0.139776345
515,0.062226787,0.062226787,0.14844444,0.120100669,,,,466,0.094483754,0.094483754,0.167561083,0.139217313
516,0.061934143,0.061934143,0.148132331,0.119788561,,,,467,0.093292564,0.093292564,0.167160959,0.138817189
517,0.061747981,0.061747981,0.147852436,0.119508666,,,,468,0.092101375,0.092101375,0.166705298,0.138361527
518,0.061561819,0.061561819,0.14756309,0.11921932,,,,469,0.090810599,0.090810599,0.166246659,0.137902888
519,0.061443476,0.061443476,0.147284091,0.118940321,,,,470,0.089519823,0.089519823,0.165898033,0.137554263
520,0.061325133,0.061325133,0.147060727,0.118716957,,,,471,0.08874532,0.08874532,0.165591004,0.137247234
521,0.060993654,0.060993654,0.146761419,0.118417648,,,,472,0.087970816,0.087970816,0.165357049,0.137013279
522,0.060662175,0.060662175,0.146455861,0.11811209,,,,473,0.087070612,0.087070612,0.16509872,0.13675495
523,0.060398324,0.060398324,0.146001585,0.117657814,,,,474,0.086170408,0.086170408,0.164575377,0.136231607
524,0.060134473,0.060134473,0.145813648,0.117469877,,,,475,0.085238543,0.085238543,0.164195751,0.135851981
525,0.059835279,0.059835279,0.145625788,0.117282018,,,,476,0.084306679,0.084306679,0.163883321,0.135539551
526,0.059536085,0.059536085,0.14543721,0.11709344,,,,477,0.08356818,0.08356818,0.163631167,0.135287397
527,0.059257239,0.059257239,0.145024936,0.116681166,,,,478,0.08282968,0.08282968,0.162917529,0.134573759
528,0.058978393,0.058978393,0.144937085,0.116593315,,,,479,0.081746469,0.081746469,0.162481043,0.134137273
529,0.058778881,0.058778881,0.144840444,0.116496673,,,,480,0.080663258,0.080663258,0.16217482,0.133831049
530,0.058579369,0.058579369,0.144671584,0.116327814,,,,481,0.079896327,0.079896327,0.161874552,0.133530781
531,0.058206856,0.058206856,0.144298903,0.115955133,,,,482,0.079129396,0.079129396,0.161430315,0.133086544
532,0.057834343,0.057834343,0.143994687,0.115650917,,,,483,0.078522852,0.078522852,0.161048756,0.132704985
533,0.057737563,0.057737563,0.143866084,0.115522313,,,,484,0.077916309,0.077916309,0.160752636,0.132408866
534,0.057640783,0.057640783,0.143747587,0.115403817,,,,485,0.076930711,0.076930711,0.160354669,0.132010899
535,0.057257964,0.057257964,0.143437624,0.115093854,,,,486,0.075945113,0.075945113,0.159842536,0.131498766
536,0.056875145,0.056875145,0.143110676,0.114766906,,,,487,0.075172915,0.075172915,0.159197964,0.130854194
537,0.057003879,0.057003879,0.143047674,0.114703904,,,,488,0.074400717,0.074400717,0.15873299,0.13038922
538,0.057132613,0.057132613,0.142911396,0.114567626,,,,489,0.073950289,0.073950289,0.158601029,0.130257259
539,0.057770717,0.057770717,0.142592133,0.114248362,,,,490,0.073499861,0.073499861,0.158460227,0.130116457
540,0.058408821,0.058408821,0.142257395,0.113913625,,,,491,0.072741726,0.072741726,0.158114442,0.129770672
541,0.05794662,0.05794662,0.142089752,0.113745982,,,,492,0.071983591,0.071983591,0.15743466,0.12909089
542,0.057484418,0.057484418,0.141914547,0.113570777,,,,493,0.071283388,0.071283388,0.156802694,0.128458924
543,0.057171561,0.057171561,0.141628446,0.113284676,,,,494,0.070583185,0.070583185,0.15650327,0.1281595
544,0.056858703,0.056858703,0.141253153,0.112909382,,,,495,0.06966417,0.06966417,0.156199082,0.127855311
545,0.056492714,0.056492714,0.140969227,0.112625457,,,,496,0.068745155,0.068745155,0.155778442,0.127434672
546,0.056126725,0.056126725,0.140654101,0.112310331,,,,497,0.068675274,0.068675274,0.155293228,0.126949458
547,0.055647011,0.055647011,0.140420085,0.112076315,,,,498,0.068605393,0.068605393,0.155081489,0.126737718
548,0.055167297,0.055167297,0.140084466,0.111740696,,,,499,0.068130685,0.068130685,0.154693123,0.126349353
549,0.054762524,0.054762524,0.139888743,0.111544973,,,,500,0.067655978,0.067655978,0.154194849,0.125851079
550,0.054357752,0.054357752,0.139591997,0.111248227,,,,501,0.067145878,0.067145878,0.153758251,0.12541448
551,0.05432445,0.05432445,0.139363137,0.111019367,,,,502,0.066635777,0.066635777,0.153361752,0.125017982
552,0.054291148,0.054291148,0.138950315,0.110606545,,,,503,0.066299968,0.066299968,0.153050399,0.124706629
553,0.05399693,0.05399693,0.138473429,0.110129659,,,,504,0.065964159,0.065964159,0.152748672,0.124404902
554,0.053702711,0.053702711,0.138164012,0.109820242,,,,505,0.065781399,0.065781399,0.152505932,0.124162161
555,0.053370644,0.053370644,0.137865741,0.109521971,,,,506,0.065598639,0.065598639,0.152067719,0.123723949
556,0.053038578,0.053038578,0.137498699,0.109154928,,,,507,0.064920568,0.064920568,0.151587686,0.123243916
557,0.052903672,0.052903672,0.137172593,0.108828823,,,,508,0.064242496,0.064242496,0.151112215,0.122768445
558,0.052768765,0.052768765,0.137031145,0.108687375,,,,509,0.063910241,0.063910241,0.150856584,0.122512814
559,0.052448756,0.052448756,0.136885167,0.108541397,,,,510,0.063577986,0.063577986,0.150698939,0.122355169
560,0.052128746,0.052128746,0.136560816,0.108217046,,,,511,0.063268498,0.063268498,0.150538214,0.122194443
561,0.052123424,0.052123424,0.136397254,0.108053483,,,,512,0.06295901,0.06295901,0.150112312,0.121768541
562,0.052118102,0.052118102,0.136333411,0.10798964,,,,513,0.06273922,0.06273922,0.149527981,0.121184211
563,0.051493723,0.051493723,0.136065929,0.107722159,,,,514,0.062519431,0.062519431,0.14890026,0.12055649
564,0.050869345,0.050869345,0.135693809,0.107350039,,,,515,0.062226787,0.062226787,0.14844444,0.120100669
565,0.050899144,0.050899144,0.135437421,0.107093651,,,,516,0.061934143,0.061934143,0.148132331,0.119788561
566,0.050928943,0.050928943,0.135196254,0.106852484,,,,517,0.061747981,0.061747981,0.147852436,0.119508666
567,0.050602181,0.050602181,0.134783916,0.106440146,,,,518,0.061561819,0.061561819,0.14756309,0.11921932
568,0.050275418,0.050275418,0.134396169,0.106052399,,,,519,0.061443476,0.061443476,0.147284091,0.118940321
569,0.050029566,0.050029566,0.134345864,0.106002094,,,,520,0.061325133,0.061325133,0.147060727,0.118716957
570,0.049783713,0.049783713,0.134166538,0.105822768,,,,521,0.060993654,0.060993654,0.146761419,0.118417648
571,0.049313698,0.049313698,0.133894176,0.105550406,,,,522,0.060662175,0.060662175,0.146455861,0.11811209
572,0.048843683,0.048843683,0.133412784,0.105069014,,,,523,0.060398324,0.060398324,0.146001585,0.117657814
573,0.048343878,0.048343878,0.133032064,0.104688293,,,,524,0.060134473,0.060134473,0.145813648,0.117469877
574,0.047844072,0.047844072,0.132719764,0.104375994,,,,525,0.059835279,0.059835279,0.145625788,0.117282018
575,0.04763655,0.04763655,0.132362231,0.104018461,,,,526,0.059536085,0.059536085,0.14543721,0.11709344
576,0.047429028,0.047429028,0.131986453,0.103642683,,,,527,0.059257239,0.059257239,0.145024936,0.116681166
577,0.047100186,0.047100186,0.131572215,0.103228445,,,,528,0.058978393,0.058978393,0.144937085,0.116593315
578,0.046771344,0.046771344,0.131178808,0.102835038,,,,529,0.058778881,0.058778881,0.144840444,0.116496673
579,0.046683812,0.046683812,0.130701523,0.102357753,,,,530,0.058579369,0.058579369,0.144671584,0.116327814
580,0.04659628,0.04659628,0.130359649,0.102015879,,,,531,0.058206856,0.058206856,0.144298903,0.115955133
581,0.045868848,0.045868848,0.130076515,0.101732745,,,,532,0.057834343,0.057834343,0.143994687,0.115650917
582,0.045141417,0.045141417,0.129701015,0.101357245,,,,533,0.057737563,0.057737563,0.143866084,0.115522313
583,0.044944091,0.044944091,0.129226183,0.100882413,,,,534,0.057640783,0.057640783,0.143747587,0.115403817
584,0.044746766,0.044746766,0.128794636,0.100450866,,,,535,0.057257964,0.057257964,0.143437624,0.115093854
585,0.044321804,0.044321804,0.128350962,0.100007192,,,,536,0.056875145,0.056875145,0.143110676,0.114766906
586,0.043896843,0.043896843,0.127976222,0.099632452,,,,537,0.057003879,0.057003879,0.143047674,0.114703904
587,0.04358155,0.04358155,0.127534421,0.099190651,,,,538,0.057132613,0.057132613,0.142911396,0.114567626
588,0.043266257,0.043266257,0.127089725,0.098745955,,,,539,0.057770717,0.057770717,0.142592133,0.114248362
589,0.043215674,0.043215674,0.126575506,0.098231736,,,,540,0.058408821,0.058408821,0.142257395,0.113913625
590,0.043165092,0.043165092,0.12622741,0.09788364,,,,541,0.05794662,0.05794662,0.142089752,0.113745982
591,0.042488245,0.042488245,0.12576085,0.09741708,,,,542,0.057484418,0.057484418,0.141914547,0.113570777
592,0.041811399,0.041811399,0.125219652,0.096875882,,,,543,0.057171561,0.057171561,0.141628446,0.113284676
593,0.041254373,0.041254373,0.124754433,0.096410663,,,,544,0.056858703,0.056858703,0.141253153,0.112909382
594,0.040697347,0.040697347,0.124370412,0.096026642,,,,545,0.056492714,0.056492714,0.140969227,0.112625457
595,0.040444808,0.040444808,0.123871271,0.0955275,,,,546,0.056126725,0.056126725,0.140654101,0.112310331
596,0.040192269,0.040192269,0.123278858,0.094935088,,,,547,0.055647011,0.055647011,0.140420085,0.112076315
597,0.04009964,0.04009964,0.122768788,0.094425018,,,,548,0.055167297,0.055167297,0.140084466,0.111740696
598,0.040007012,0.040007012,0.122216654,0.093872883,,,,549,0.054762524,0.054762524,0.139888743,0.111544973
599,0.039508113,0.039508113,0.12169079,0.09334702,,,,550,0.054357752,0.054357752,0.139591997,0.111248227
600,0.039009213,0.039009213,0.120987546,0.092643776,,,,551,0.05432445,0.05432445,0.139363137,0.111019367
601,0.038717534,0.038717534,0.120481863,0.092138093,,,,552,0.054291148,0.054291148,0.138950315,0.110606545
602,0.038425854,0.038425854,0.119907861,0.09156409,,,,553,0.05399693,0.05399693,0.138473429,0.110129659
603,0.037934561,0.037934561,0.119368523,0.091024753,,,,554,0.053702711,0.053702711,0.138164012,0.109820242
604,0.037443268,0.037443268,0.118639967,0.090296197,,,,555,0.053370644,0.053370644,0.137865741,0.109521971
605,0.037085231,0.037085231,0.118234011,0.089890241,,,,556,0.053038578,0.053038578,0.137498699,0.109154928
606,0.036727194,0.036727194,0.117865383,0.089521613,,,,557,0.052903672,0.052903672,0.137172593,0.108828823
607,0.036262349,0.036262349,0.117423556,0.089079786,,,,558,0.052768765,0.052768765,0.137031145,0.108687375
608,0.035797504,0.035797504,0.11687635,0.088532579,,,,559,0.052448756,0.052448756,0.136885167,0.108541397
609,0.035401684,0.035401684,0.116403746,0.088059976,,,,560,0.052128746,0.052128746,0.136560816,0.108217046
610,0.035005864,0.035005864,0.115966614,0.087622844,,,,561,0.052123424,0.052123424,0.136397254,0.108053483
611,0.034597588,0.034597588,0.115598807,0.087255037,,,,562,0.052118102,0.052118102,0.136333411,0.10798964
612,0.034189311,0.034189311,0.115055472,0.086711701,,,,563,0.051493723,0.051493723,0.136065929,0.107722159
613,0.034222349,0.034222349,0.114445371,0.086101601,,,,564,0.050869345,0.050869345,0.135693809,0.107350039
614,0.034255386,0.034255386,0.113903154,0.085559384,,,,565,0.050899144,0.050899144,0.135437421,0.107093651
615,0.033438904,0.033438904,0.113486692,0.085142922,,,,566,0.050928943,0.050928943,0.135196254,0.106852484
616,0.032622421,0.032622421,0.113017911,0.08467414,,,,567,0.050602181,0.050602181,0.134783916,0.106440146
617,0.032584049,0.032584049,0.112470381,0.084126611,,,,568,0.050275418,0.050275418,0.134396169,0.106052399
618,0.032545677,0.032545677,0.112074675,0.083730905,,,,569,0.050029566,0.050029566,0.134345864,0.106002094
619,0.032124145,0.032124145,0.11163853,0.08329476,,,,570,0.049783713,0.049783713,0.134166538,0.105822768
620,0.031702613,0.031702613,0.111212709,0.082868939,,,,571,0.049313698,0.049313698,0.133894176,0.105550406
621,0.031601235,0.031601235,0.110657333,0.082313562,,,,572,0.048843683,0.048843683,0.133412784,0.105069014
622,0.031499857,0.031499857,0.110130125,0.081786355,,,,573,0.048343878,0.048343878,0.133032064,0.104688293
623,0.031157399,0.031157399,0.109559109,0.081215339,,,,574,0.047844072,0.047844072,0.132719764,0.104375994
624,0.030814941,0.030814941,0.10909963,0.080755859,,,,575,0.04763655,0.04763655,0.132362231,0.104018461
625,0.030484644,0.030484644,0.108785377,0.080441607,,,,576,0.047429028,0.047429028,0.131986453,0.103642683
626,0.030154347,0.030154347,0.108420894,0.080077124,,,,577,0.047100186,0.047100186,0.131572215,0.103228445
627,0.029860658,0.029860658,0.107944694,0.079600924,,,,578,0.046771344,0.046771344,0.131178808,0.102835038
628,0.02956697,0.02956697,0.107324878,0.078981107,,,,579,0.046683812,0.046683812,0.130701523,0.102357753
629,0.0289791,0.0289791,0.106834124,0.078490354,,,,580,0.04659628,0.04659628,0.130359649,0.102015879
630,0.02839123,0.02839123,0.106429218,0.078085448,,,,581,0.045868848,0.045868848,0.130076515,0.101732745
631,0.028320345,0.028320345,0.106005964,0.077662194,,,,582,0.045141417,0.045141417,0.129701015,0.101357245
632,0.028249459,0.028249459,0.1055543,0.07721053,,,,583,0.044944091,0.044944091,0.129226183,0.100882413
633,0.027965382,0.027965382,0.105134328,0.076790558,,,,584,0.044746766,0.044746766,0.128794636,0.100450866
634,0.027681304,0.027681304,0.104766908,0.076423138,,,,585,0.044321804,0.044321804,0.128350962,0.100007192
635,0.027261341,0.027261341,0.104301077,0.075957307,,,,586,0.043896843,0.043896843,0.127976222,0.099632452
636,0.026841378,0.026841378,0.103889471,0.075545701,,,,587,0.04358155,0.04358155,0.127534421,0.099190651
637,0.026780456,0.026780456,0.103424417,0.075080647,,,,588,0.043266257,0.043266257,0.127089725,0.098745955
638,0.026719534,0.026719534,0.102879681,0.074535911,,,,589,0.043215674,0.043215674,0.126575506,0.098231736
639,0.026410239,0.026410239,0.102353884,0.074010114,,,,590,0.043165092,0.043165092,0.12622741,0.09788364
640,0.026100943,0.026100943,0.10191522,0.07357145,,,,591,0.042488245,0.042488245,0.12576085,0.09741708
641,0.025894563,0.025894563,0.101427584,0.073083814,,,,592,0.041811399,0.041811399,0.125219652,0.096875882
642,0.025688183,0.025688183,0.100969982,0.072626212,,,,593,0.041254373,0.041254373,0.124754433,0.096410663
643,0.025484853,0.025484853,0.100610219,0.072266449,,,,594,0.040697347,0.040697347,0.124370412,0.096026642
644,0.025281523,0.025281523,0.100286535,0.071942765,,,,595,0.040444808,0.040444808,0.123871271,0.0955275
645,0.024956827,0.024956827,0.099924218,0.071580448,,,,596,0.040192269,0.040192269,0.123278858,0.094935088
646,0.024632132,0.024632132,0.099594468,0.071250697,,,,597,0.04009964,0.04009964,0.122768788,0.094425018
647,0.024484423,0.024484423,0.099204731,0.070860961,,,,598,0.040007012,0.040007012,0.122216654,0.093872883
648,0.024336714,0.024336714,0.098799024,0.070455254,,,,599,0.039508113,0.039508113,0.12169079,0.09334702
649,0.023787863,0.023787863,0.098474171,0.070130401,,,,600,0.039009213,0.039009213,0.120987546,0.092643776
650,0.023239012,0.023239012,0.098168286,0.069824516,,,,601,0.038717534,0.038717534,0.120481863,0.092138093
651,0.023205893,0.023205893,0.097733444,0.069389674,,,,602,0.038425854,0.038425854,0.119907861,0.09156409
652,0.023172774,0.023172774,0.097279961,0.068936191,,,,603,0.037934561,0.037934561,0.119368523,0.091024753
653,0.022884297,0.022884297,0.096946032,0.068602262,,,,604,0.037443268,0.037443268,0.118639967,0.090296197
654,0.022595821,0.022595821,0.096718036,0.068374265,,,,605,0.037085231,0.037085231,0.118234011,0.089890241
655,0.022378183,0.022378183,0.09640448,0.06806071,,,,606,0.036727194,0.036727194,0.117865383,0.089521613
656,0.022160546,0.022160546,0.095908027,0.067564256,,,,607,0.036262349,0.036262349,0.117423556,0.089079786
657,0.021969317,0.021969317,0.095355273,0.067011503,,,,608,0.035797504,0.035797504,0.11687635,0.088532579
658,0.021778088,0.021778088,0.09489416,0.06655039,,,,609,0.035401684,0.035401684,0.116403746,0.088059976
659,0.021689536,0.021689536,0.094485415,0.066141645,,,,610,0.035005864,0.035005864,0.115966614,0.087622844
660,0.021600983,0.021600983,0.094035053,0.065691282,,,,611,0.034597588,0.034597588,0.115598807,0.087255037
661,0.021324413,0.021324413,0.093735297,0.065391527,,,,612,0.034189311,0.034189311,0.115055472,0.086711701
662,0.021047842,0.021047842,0.093470973,0.065127203,,,,613,0.034222349,0.034222349,0.114445371,0.086101601
663,0.020743242,0.020743242,0.093226464,0.064882694,,,,614,0.034255386,0.034255386,0.113903154,0.085559384
664,0.020438641,0.020438641,0.092910468,0.064566697,,,,615,0.033438904,0.033438904,0.113486692,0.085142922
665,0.020487807,0.020487807,0.09261477,0.064271,,,,616,0.032622421,0.032622421,0.113017911,0.08467414
666,0.020536972,0.020536972,0.092331441,0.063987671,,,,617,0.032584049,0.032584049,0.112470381,0.084126611
667,0.020311178,0.020311178,0.092216767,0.063872996,,,,618,0.032545677,0.032545677,0.112074675,0.083730905
668,0.020085384,0.020085384,0.092145203,0.063801433,,,,619,0.032124145,0.032124145,0.11163853,0.08329476
669,0.019929067,0.019929067,0.091944994,0.063601224,,,,620,0.031702613,0.031702613,0.111212709,0.082868939
670,0.019772749,0.019772749,0.091627934,0.063284164,,,,621,0.031601235,0.031601235,0.110657333,0.082313562
671,0.019428746,0.019428746,0.091241717,0.062897947,,,,622,0.031499857,0.031499857,0.110130125,0.081786355
672,0.019084743,0.019084743,0.090975057,0.062631287,,,,623,0.031157399,0.031157399,0.109559109,0.081215339
673,0.018951523,0.018951523,0.090734656,0.062390886,,,,624,0.030814941,0.030814941,0.10909963,0.080755859
674,0.018818303,0.018818303,0.09047515,0.06213138,,,,625,0.030484644,0.030484644,0.108785377,0.080441607
675,0.018613191,0.018613191,0.0901628,0.06181903,,,,626,0.030154347,0.030154347,0.108420894,0.080077124
676,0.018408078,0.018408078,0.089901591,0.061557821,,,,627,0.029860658,0.029860658,0.107944694,0.079600924
677,0.018312893,0.018312893,0.089544655,0.061200885,,,,628,0.02956697,0.02956697,0.107324878,0.078981107
678,0.018217708,0.018217708,0.089176515,0.060832745,,,,629,0.0289791,0.0289791,0.106834124,0.078490354
679,0.017803564,0.017803564,0.088758695,0.060414924,,,,630,0.02839123,0.02839123,0.106429218,0.078085448
680,0.01738942,0.01738942,0.088223693,0.059879923,,,,631,0.028320345,0.028320345,0.106005964,0.077662194
681,0.017328823,0.017328823,0.087687521,0.059343751,,,,632,0.028249459,0.028249459,0.1055543,0.07721053
682,0.017268226,0.017268226,0.087174598,0.058830828,,,,633,0.027965382,0.027965382,0.105134328,0.076790558
683,0.017206703,0.017206703,0.086498701,0.058154931,,,,634,0.027681304,0.027681304,0.104766908,0.076423138
684,0.01714518,0.01714518,0.085584435,0.057240665,,,,635,0.027261341,0.027261341,0.104301077,0.075957307
685,0.01690609,0.01690609,0.084725601,0.056381831,,,,636,0.026841378,0.026841378,0.103889471,0.075545701
686,0.016667001,0.016667001,0.08373491,0.05539114,,,,637,0.026780456,0.026780456,0.103424417,0.075080647
687,0.016549369,0.016549369,0.08262589,0.05428212,,,,638,0.026719534,0.026719534,0.102879681,0.074535911
688,0.016431738,0.016431738,0.081595305,0.053251535,,,,639,0.026410239,0.026410239,0.102353884,0.074010114
689,0.016260159,0.016260159,0.080690919,0.052347149,,,,640,0.026100943,0.026100943,0.10191522,0.07357145
690,0.016088579,0.016088579,0.079744567,0.051400797,,,,641,0.025894563,0.025894563,0.101427584,0.073083814
691,0.015782125,0.015782125,0.078742041,0.050398271,,,,642,0.025688183,0.025688183,0.100969982,0.072626212
692,0.015475671,0.015475671,0.077885799,0.049542029,,,,643,0.025484853,0.025484853,0.100610219,0.072266449
693,0.015322664,0.015322664,0.077155885,0.048812115,,,,644,0.025281523,0.025281523,0.100286535,0.071942765
694,0.015169657,0.015169657,0.076483578,0.048139808,,,,645,0.024956827,0.024956827,0.099924218,0.071580448
695,0.015083967,0.015083967,0.075660489,0.047316718,,,,646,0.024632132,0.024632132,0.099594468,0.071250697
696,0.014998276,0.014998276,0.074804882,0.046461112,,,,647,0.024484423,0.024484423,0.099204731,0.070860961
697,0.014876176,0.014876176,0.074000082,0.045656312,,,,648,0.024336714,0.024336714,0.098799024,0.070455254
698,0.014754077,0.014754077,0.073196582,0.044852812,,,,649,0.023787863,0.023787863,0.098474171,0.070130401
699,0.014574896,0.014574896,0.072460983,0.044117213,,,,650,0.023239012,0.023239012,0.098168286,0.069824516
700,0.014395714,0.014395714,0.07178483,0.043441059,,,,651,0.023205893,0.023205893,0.097733444,0.069389674
701,0.014513725,0.014513725,0.071287873,0.042944102,,,,652,0.023172774,0.023172774,0.097279961,0.068936191
702,0.014631736,0.014631736,0.070750303,0.042406533,,,,653,0.022884297,0.022884297,0.096946032,0.068602262
703,0.014538954,0.014538954,0.070125992,0.041782222,,,,654,0.022595821,0.022595821,0.096718036,0.068374265
704,0.014446173,0.014446173,0.069335401,0.040991631,,,,655,0.022378183,0.022378183,0.09640448,0.06806071
705,0.014190243,0.014190243,0.068615815,0.040272045,,,,656,0.022160546,0.022160546,0.095908027,0.067564256
706,0.013934314,0.013934314,0.068019711,0.039675941,,,,657,0.021969317,0.021969317,0.095355273,0.067011503
707,0.013841191,0.013841191,0.067487514,0.039143743,,,,658,0.021778088,0.021778088,0.09489416,0.06655039
708,0.013748068,0.013748068,0.066857722,0.038513951,,,,659,0.021689536,0.021689536,0.094485415,0.066141645
709,0.013503681,0.013503681,0.066251128,0.037907358,,,,660,0.021600983,0.021600983,0.094035053,0.065691282
710,0.013259294,0.013259294,0.065609293,0.037265523,,,,661,0.021324413,0.021324413,0.093735297,0.065391527
711,0.013196248,0.013196248,0.064899966,0.036556196,,,,662,0.021047842,0.021047842,0.093470973,0.065127203
712,0.013133202,0.013133202,0.063999115,0.035655345,,,,663,0.020743242,0.020743242,0.093226464,0.064882694
713,0.0128658,0.0128658,0.063467215,0.035123445,,,,664,0.020438641,0.020438641,0.092910468,0.064566697
714,0.012598397,0.012598397,0.062951398,0.034607628,,,,665,0.020487807,0.020487807,0.09261477,0.064271
715,0.012165373,0.012165373,0.06216177,0.033817999,,,,666,0.020536972,0.020536972,0.092331441,0.063987671
716,0.011732349,0.011732349,0.061032363,0.032688593,,,,667,0.020311178,0.020311178,0.092216767,0.063872996
717,0.011772387,0.011772387,0.060208954,0.031865184,,,,668,0.020085384,0.020085384,0.092145203,0.063801433
718,0.011812424,0.011812424,0.059453965,0.031110194,,,,669,0.019929067,0.019929067,0.091944994,0.063601224
719,0.011548613,0.011548613,0.058619241,0.030275471,,,,670,0.019772749,0.019772749,0.091627934,0.063284164
720,0.011284802,NA,0.057751775,0.029408005,,,,671,0.019428746,0.019428746,0.091241717,0.062897947
721,0.011419055,0.006387349,0.05698268,0.02863891,,,,672,0.019084743,0.019084743,0.090975057,0.062631287
722,0.011553307,0.005393323,0.056250446,0.027906676,,,,673,0.018951523,0.018951523,0.090734656,0.062390886
723,0.011125764,0.00445683,0.055436147,0.027092377,,,,674,0.018818303,0.018818303,0.09047515,0.06213138
724,0.01069822,0.003617556,0.054666321,0.026322551,,,,675,0.018613191,0.018613191,0.0901628,0.06181903
725,0.010656255,0.003117524,0.053800364,0.025456594,,,,676,0.018408078,0.018408078,0.089901591,0.061557821
726,0.01061429,0.002858153,0.052936101,0.024592331,,,,677,0.018312893,0.018312893,0.089544655,0.061200885
727,0.010740483,0.002678729,0.052067947,0.023724176,,,,678,0.018217708,0.018217708,0.089176515,0.060832745
728,0.010866676,0.002597514,0.051145551,0.022801781,,,,679,0.017803564,0.017803564,0.088758695,0.060414924
729,0.010434274,0.002394804,0.050054935,0.021711165,,,,680,0.01738942,0.01738942,0.088223693,0.059879923
730,0.010001872,0.002241394,0.049001173,0.020657403,,,,681,0.017328823,0.017328823,0.087687521,0.059343751
731,0.010075186,0.002206026,0.0480028,0.01965903,,,,682,0.017268226,0.017268226,0.087174598,0.058830828
732,0.010148499,0.002198536,0.046808329,0.018464559,,,,683,0.017206703,0.017206703,0.086498701,0.058154931
733,0.009634116,0.00206529,0.045631132,0.017287362,,,,684,0.01714518,0.01714518,0.085584435,0.057240665
734,0.009119733,0.001947338,0.044572889,0.016229118,,,,685,0.01690609,0.01690609,0.084725601,0.056381831
735,0.009482438,0.002016798,0.043633502,0.015289732,,,,686,0.016667001,0.016667001,0.08373491,0.05539114
736,0.009845144,0.002087978,0.042686019,0.014342249,,,,687,0.016549369,0.016549369,0.08262589,0.05428212
737,0.009689463,0.00204909,0.041965442,0.013621671,,,,688,0.016431738,0.016431738,0.081595305,0.053251535
738,0.009533782,0.002012997,0.04128044,0.01293667,,,,689,0.016260159,0.016260159,0.080690919,0.052347149
739,0.009581978,0.002019923,0.040674475,0.012330705,,,,690,0.016088579,0.016088579,0.079744567,0.051400797
740,0.009630173,0.0020321,0.040165927,0.011822157,,,,691,0.015782125,0.015782125,0.078742041,0.050398271
741,0.009270034,0.001741616,0.039686698,0.011342928,,,,692,0.015475671,0.015475671,0.077885799,0.049542029
742,0.008909895,0.001698381,0.039252816,0.010909046,,,,693,0.015322664,0.015322664,0.077155885,0.048812115
743,0.009046319,0.00174948,0.038848466,0.010504696,,,,694,0.015169657,0.015169657,0.076483578,0.048139808
744,0.009182743,0.001804813,0.038455269,0.010111499,,,,695,0.015083967,0.015083967,0.075660489,0.047316718
745,0.008723572,0.001742749,0.038204209,0.009860439,,,,696,0.014998276,0.014998276,0.074804882,0.046461112
746,0.0082644,0.00167945,0.038049397,0.009705627,,,,697,0.014876176,0.014876176,0.074000082,0.045656312
747,0.008248623,0.00169297,0.037752391,0.009408621,,,,698,0.014754077,0.014754077,0.073196582,0.044852812
748,0.008232846,0.001707401,0.037351924,0.009008154,,,,699,0.014574896,0.014574896,0.072460983,0.044117213
749,0.008187598,0.00171589,0.036913573,0.008569803,,,,700,0.014395714,0.014395714,0.07178483,0.043441059
750,0.00814235,0.001725717,0.03648612,0.00814235,,,,701,0.014513725,0.014513725,0.071287873,0.042944102
,,,,,,,,702,0.014631736,0.014631736,0.070750303,0.042406533
,,,,,,,,703,0.014538954,0.014538954,0.070125992,0.041782222
,,,,,,,,704,0.014446173,0.014446173,0.069335401,0.040991631
,,,,,,,,705,0.014190243,0.014190243,0.068615815,0.040272045
,,,,,,,,706,0.013934314,0.013934314,0.068019711,0.039675941
,,,,,,,,707,0.013841191,0.013841191,0.067487514,0.039143743
,,,,,,,,708,0.013748068,0.013748068,0.066857722,0.038513951
,,,,,,,,709,0.013503681,0.013503681,0.066251128,0.037907358
,,,,,,,,710,0.013259294,0.013259294,0.065609293,0.037265523
,,,,,,,,711,0.013196248,0.013196248,0.064899966,0.036556196
,,,,,,,,712,0.013133202,0.013133202,0.063999115,0.035655345
,,,,,,,,713,0.0128658,0.0128658,0.063467215,0.035123445
,,,,,,,,714,0.012598397,0.012598397,0.062951398,0.034607628
,,,,,,,,715,0.012165373,0.012165373,0.06216177,0.033817999
,,,,,,,,716,0.011732349,0.011732349,0.061032363,0.032688593
,,,,,,,,717,0.011772387,0.011772387,0.060208954,0.031865184
,,,,,,,,718,0.011812424,0.011812424,0.059453965,0.031110194
,,,,,,,,719,0.011548613,0.011548613,0.058619241,0.030275471
